model,polarity_mismatch_frames,displayed_rollout_error_percent,oracle_polarity_rollout_error_percent,oracle_polarity_teacher_error_percent
anchors_000,0,44.81835694240569,44.81835694240569,3.1731649793150054
anchors_016,0,14.351742676426632,14.351742676426632,3.2089040249208862
anchors_032,0,9.37821256036309,9.37821256036309,3.267228188242487
anchors_055,0,9.674814144830906,9.674814144830906,3.200428574712219
anchors_110,0,7.758357556263425,7.758357556263425,3.1397430263230532
anchors_220_polarity,0,5.634751677919152,5.634751677919152,3.133512683794911
