frame,seconds,target_polarity,predicted_polarity,polarity_correct,effective_gate,nearest_anchor_seconds,teacher_error,teacher_iou,rollout_error,rollout_iou,oracle_polarity_rollout_error
73,2.433333333333333,0,0,1,0.0,-1.0,0.027852376302083332,0.944229928863813,0.6183624267578125,0.19720951955769586,0.6183624267578125
74,2.466666666666667,0,0,1,0.0,-1.0,0.0254364013671875,0.9493464742469424,0.6017608642578125,0.2031688562075773,0.6017608642578125
75,2.5,0,0,1,0.0,-1.0,0.022908528645833332,0.9545861036054384,0.5824788411458334,0.21183991825294557,0.5824788411458334
76,2.533333333333333,0,0,1,0.0,-1.0,0.0277252197265625,0.945624958895616,0.5613606770833334,0.2216044865286845,0.5613606770833334
77,2.566666666666667,0,0,1,0.0,-1.0,0.033599853515625,0.9348049906083167,0.5371144612630209,0.23284858071520442,0.5371144612630209
78,2.6,0,0,1,0.0,-1.0,0.025482177734375,0.9502927549363545,0.515167236328125,0.24428718039650366,0.515167236328125
79,2.6333333333333333,0,0,1,0.0,-1.0,0.023137410481770832,0.9547573401104313,0.4962615966796875,0.2540328003994393,0.4962615966796875
80,2.6666666666666665,0,0,1,0.0,-1.0,0.0246429443359375,0.9518276587531123,0.4845072428385417,0.2604967530777327,0.4845072428385417
81,2.7,0,0,1,0.0,-1.0,0.032847086588541664,0.9361821203806033,0.4724171956380208,0.2674181122240445,0.4724171956380208
82,2.7333333333333334,0,0,1,0.0,-1.0,0.038991292317708336,0.924493711427514,0.4633687337239583,0.2727729435633114,0.4633687337239583
83,2.7666666666666666,0,0,1,0.0,-1.0,0.042149861653645836,0.9184152441051512,0.4574635823567708,0.27596301266767337,0.4574635823567708
84,2.8,0,0,1,0.0,-1.0,0.0399932861328125,0.9222558737693651,0.4521942138671875,0.2784775223664745,0.4521942138671875
85,2.8333333333333335,0,0,1,0.0,-1.0,0.033457438151041664,0.9344001751012465,0.4474589029947917,0.2800484131195768,0.4474589029947917
86,2.8666666666666667,0,0,1,0.0,-1.0,0.026051839192708332,0.9484606623147999,0.44451904296875,0.2809551916160895,0.44451904296875
87,2.9,0,0,1,0.0,-1.0,0.023646036783854168,0.9530664521927332,0.4412129720052083,0.28219383106244356,0.4412129720052083
88,2.933333333333333,0,0,1,0.0,-1.0,0.02239990234375,0.955448814105195,0.4388427734375,0.28293226507805863,0.4388427734375
89,2.966666666666667,0,0,1,0.0,-1.0,0.024907430013020832,0.9505435590375242,0.4356689453125,0.2839941202442282,0.4356689453125
90,3.0,0,0,1,0.0,-1.0,0.0260467529296875,0.9482456847226345,0.4307352701822917,0.2856293341158115,0.4307352701822917
91,3.033333333333333,0,0,1,0.0,-1.0,0.024317423502604168,0.9514422926098323,0.4245351155598958,0.2882667963218296,0.4245351155598958
92,3.066666666666667,0,0,1,0.0,-1.0,0.020609537760416668,0.9585653019445366,0.4196726481119792,0.29031338044414234,0.4196726481119792
93,3.1,0,0,1,0.0,-1.0,0.019902547200520832,0.9598519811738369,0.4159138997395833,0.2920632762025668,0.4159138997395833
94,3.1333333333333333,0,0,1,0.0,-1.0,0.019124348958333332,0.96128603720285,0.4118245442708333,0.2940877278645833,0.4118245442708333
95,3.1666666666666665,0,0,1,0.0,-1.0,0.017252604166666668,0.9648957704387621,0.40618896484375,0.296905517578125,0.40618896484375
96,3.2,0,0,1,0.0,-1.0,0.0159454345703125,0.967366139736618,0.3995259602864583,0.30024771816259455,0.3995259602864583
97,3.2333333333333334,0,0,1,0.0,-1.0,0.015635172526041668,0.9678216875599359,0.3929901123046875,0.3035432421637471,0.3929901123046875
98,3.2666666666666666,0,0,1,0.0,-1.0,0.014521280924479166,0.969913417302743,0.3865407307942708,0.3068582983876152,0.3865407307942708
99,3.3,0,0,1,0.0,-1.0,0.013804117838541666,0.9712126448263689,0.380157470703125,0.3101214501382128,0.380157470703125
100,3.3333333333333335,0,0,1,0.0,-1.0,0.011927286783854166,0.9749212725572007,0.3740946451822917,0.3132097450892476,0.3740946451822917
101,3.3666666666666667,0,0,1,0.0,-1.0,0.010467529296875,0.9778251565604218,0.3689168294270833,0.3158331557347681,0.3689168294270833
102,3.4,0,0,1,0.0,-1.0,0.011210123697916666,0.9761545942007281,0.3645680745442708,0.3180241757900059,0.3645680745442708
103,3.433333333333333,0,0,1,0.0,-1.0,0.013493855794270834,0.9712220212164961,0.3603566487630208,0.3200794065743293,0.3603566487630208
104,3.466666666666667,0,0,1,0.0,-1.0,0.0108795166015625,0.9765968365481881,0.3556060791015625,0.3223717979476412,0.3556060791015625
105,3.5,0,0,1,0.0,-1.0,0.011561075846354166,0.9750236809442602,0.3514658610026042,0.3243431573046482,0.3514658610026042
106,3.533333333333333,0,0,1,0.0,-1.0,0.014994303385416666,0.9675570097764878,0.3467254638671875,0.32668243318162127,0.3467254638671875
107,3.566666666666667,0,0,1,0.0,-1.0,0.020390828450520832,0.9558044216607344,0.3396402994791667,0.33021296719845045,0.3396402994791667
108,3.6,0,0,1,0.0,-1.0,0.025980631510416668,0.9435937627816788,0.3339996337890625,0.3330137121635046,0.3339996337890625
109,3.6333333333333333,0,0,1,0.0,-1.0,0.027399698893229168,0.9402144061731184,0.3303426106770833,0.3348355529004174,0.3303426106770833
110,3.6666666666666665,0,0,1,0.0,-1.0,0.028371175130208332,0.9378458367820771,0.329437255859375,0.3352813720703125,0.329437255859375
111,3.7,0,0,1,0.0,-1.0,0.026234944661458332,0.9423068002906572,0.3295796712239583,0.3352101643880208,0.3295796712239583
112,3.7333333333333334,0,0,1,0.0,-1.0,0.021128336588541668,0.9533642243205211,0.3303731282552083,0.3348134358723958,0.3303731282552083
113,3.7666666666666666,0,0,1,0.0,-1.0,0.020838419596354168,0.9540501423480758,0.3305511474609375,0.33472442626953125,0.3305511474609375
114,3.8,0,0,1,0.0,-1.0,0.02044677734375,0.9548553045545938,0.3301900227864583,0.3349049886067708,0.3301900227864583
115,3.8333333333333335,0,0,1,0.0,-1.0,0.020741780598958332,0.9540980194001778,0.327392578125,0.3363037109375,0.327392578125
116,3.8666666666666667,0,0,1,0.0,-1.0,0.0210723876953125,0.9531015761419691,0.322418212890625,0.3387908935546875,0.322418212890625
117,3.9,0,0,1,0.0,-1.0,0.0179901123046875,0.9595173215993839,0.3168996175130208,0.34155019124348956,0.3168996175130208
118,3.933333333333333,0,0,1,0.0,-1.0,0.015446980794270834,0.9648649451226516,0.3134358723958333,0.3432820638020833,0.3134358723958333
119,3.966666666666667,0,0,1,0.0,-1.0,0.014684041341145834,0.9664088318652495,0.3114522298177083,0.3442738850911458,0.3114522298177083
120,4.0,0,0,1,0.0,-1.0,0.01446533203125,0.9668089362039006,0.3097279866536458,0.34513600667317706,0.3097279866536458
121,4.033333333333333,0,0,1,0.0,-1.0,0.015004475911458334,0.9654853987533154,0.3080698649088542,0.34596506754557294,0.3080698649088542
122,4.066666666666666,0,0,1,0.0,-1.0,0.015492757161458334,0.9642726122526724,0.3064219156901042,0.34678904215494794,0.3064219156901042
123,4.1,0,0,1,0.0,-1.0,0.015614827473958334,0.9638371341491625,0.3038177490234375,0.34809112548828125,0.3038177490234375
124,4.133333333333334,0,0,1,0.0,-1.0,0.0128021240234375,0.9700897654529697,0.3000386555989583,0.3499806722005208,0.3000386555989583
125,4.166666666666667,0,0,1,0.0,-1.0,0.011820475260416666,0.9721584827244694,0.2964680989583333,0.3517659505208333,0.2964680989583333
126,4.2,0,0,1,0.0,-1.0,0.010711669921875,0.9745733031132038,0.2931009928385417,0.3534495035807292,0.2931009928385417
127,4.233333333333333,0,0,1,0.0,-1.0,0.008371988932291666,0.9799699184818674,0.2912699381510417,0.3543650309244792,0.2912699381510417
128,4.266666666666667,0,0,1,0.0,-1.0,0.009134928385416666,0.9780798392747722,0.2887929280598958,0.35560353597005206,0.2887929280598958
129,4.3,0,0,1,0.0,-1.0,0.013804117838541666,0.9668241188920397,0.2834523518880208,0.35827382405598956,0.2834523518880208
130,4.333333333333333,0,0,1,0.0,-1.0,0.011260986328125,0.9725146099584367,0.2773996988932292,0.36130015055338544,0.2773996988932292
131,4.366666666666666,0,0,1,0.0,-1.0,0.009145100911458334,0.9774038513147356,0.2749532063802083,0.3625233968098958,0.2749532063802083
132,4.4,0,0,1,0.0,-1.0,0.012369791666666666,0.9694347183585355,0.27301025390625,0.363494873046875,0.27301025390625
133,4.433333333333334,0,0,1,0.0,-1.0,0.016092936197916668,0.9602189348016058,0.2701517740885417,0.3649241129557292,0.2701517740885417
134,4.466666666666667,0,0,1,0.0,-1.0,0.018732706705729168,0.9536352524211889,0.2685801188151042,0.36570994059244794,0.2685801188151042
135,4.5,0,0,1,0.0,-1.0,0.0191802978515625,0.9523853661603454,0.266754150390625,0.3666229248046875,0.266754150390625
136,4.533333333333333,0,0,1,0.0,-1.0,0.019093831380208332,0.9524546829975608,0.265594482421875,0.3672027587890625,0.265594482421875
137,4.566666666666666,0,0,1,0.0,-1.0,0.016886393229166668,0.9577089616573747,0.2646331787109375,0.36768341064453125,0.2646331787109375
138,4.6,0,0,1,0.0,-1.0,0.0155181884765625,0.9609825001758523,0.2640482584635417,0.3679758707682292,0.2640482584635417
139,4.633333333333334,0,0,1,0.0,-1.0,0.01531982421875,0.961407172883588,0.2633921305338542,0.36830393473307294,0.2633921305338542
140,4.666666666666667,0,0,1,0.0,-1.0,0.01556396484375,0.9607749056005852,0.2627817789713542,0.36860911051432294,0.2627817789713542
141,4.7,0,0,1,0.0,-1.0,0.016316731770833332,0.9588309512470774,0.2615254720052083,0.3692372639973958,0.2615254720052083
142,4.733333333333333,0,0,1,0.0,-1.0,0.0176239013671875,0.955442572804499,0.2593587239583333,0.3703206380208333,0.2593587239583333
143,4.766666666666667,0,0,1,0.0,-1.0,0.015599568684895834,0.960239974065713,0.2573649088541667,0.3713175455729167,0.2573649088541667
144,4.8,0,0,1,0.0,-1.0,0.012919108072916666,0.9668411462078148,0.257354736328125,0.3713226318359375,0.257354736328125
145,4.833333333333333,0,0,1,0.0,-1.0,0.012715657552083334,0.9673981963213005,0.2587890625,0.37060546875,0.2587890625
146,4.866666666666666,0,0,1,0.0,-1.0,0.012339274088541666,0.9684244617368628,0.2596028645833333,0.3701985677083333,0.2596028645833333
147,4.9,0,0,1,0.0,-1.0,0.011016845703125,0.9717663146901265,0.2589263916015625,0.37053680419921875,0.2589263916015625
148,4.933333333333334,0,0,1,0.0,-1.0,0.010538736979166666,0.9729310549807503,0.2580057779947917,0.3709971110026042,0.2580057779947917
149,4.966666666666667,0,0,1,0.0,-1.0,0.010096232096354166,0.9739846624163708,0.2566477457682292,0.37167612711588544,0.2566477457682292
150,5.0,0,0,1,0.0,-1.0,0.009821573893229166,0.9745925766377397,0.2550303141276042,0.37248484293619794,0.2550303141276042
151,5.033333333333333,0,0,1,0.0,-1.0,0.009251912434895834,0.9759462149995598,0.2534230550130208,0.37328847249348956,0.2534230550130208
152,5.066666666666666,0,0,1,0.0,-1.0,0.008646647135416666,0.9773934266821951,0.2515818277994792,0.37420908610026044,0.2515818277994792
153,5.1,0,0,1,0.0,-1.0,0.007222493489583333,0.9809874836587418,0.24983723958333334,0.3750813802083333,0.24983723958333334
154,5.133333333333334,0,0,1,0.0,-1.0,0.007349650065104167,0.9805535473422673,0.24782307942708334,0.3760884602864583,0.24782307942708334
155,5.166666666666667,0,0,1,0.0,-1.0,0.008661905924479166,0.9769756785555388,0.24454243977864584,0.37772878011067706,0.24454243977864584
156,5.2,0,0,1,0.0,-1.0,0.00628662109375,0.9830889873241919,0.24178568522135416,0.37910715738932294,0.24178568522135416
157,5.233333333333333,0,0,1,0.0,-1.0,0.006886800130208333,0.981422607008287,0.24170939127604166,0.3791453043619792,0.24170939127604166
158,5.266666666666667,0,0,1,0.0,-1.0,0.0107879638671875,0.9710784316174108,0.241455078125,0.3792724609375,0.241455078125
159,5.3,0,0,1,0.0,-1.0,0.01458740234375,0.9610890173686275,0.2409515380859375,0.37953417249495763,0.2409515380859375
160,5.333333333333333,0,0,1,0.0,-1.0,0.0178070068359375,0.9527172289480375,0.2411041259765625,0.3794678055014651,0.2411041259765625
161,5.366666666666666,0,0,1,0.0,-1.0,0.018976847330729168,0.9497596699849953,0.242034912109375,0.3790319971747083,0.242034912109375
162,5.4,0,0,1,0.0,-1.0,0.0190887451171875,0.9496064475761303,0.243865966796875,0.3781258579512158,0.243865966796875
163,5.433333333333334,0,0,1,0.0,-1.0,0.018086751302083332,0.9523848242419655,0.24574788411458334,0.37713578129494807,0.24574788411458334
164,5.466666666666667,0,0,1,0.0,-1.0,0.015899658203125,0.9581775291743446,0.24735005696614584,0.37633462376626947,0.24735005696614584
165,5.5,0,0,1,0.0,-1.0,0.015462239583333334,0.959450930233885,0.24865214029947916,0.375683524950632,0.24865214029947916
166,5.533333333333333,0,0,1,0.0,-1.0,0.01629638671875,0.9574597949663028,0.2492523193359375,0.37538340927968605,0.2492523193359375
167,5.566666666666666,0,0,1,0.0,-1.0,0.017923990885416668,0.9533370276441617,0.24920145670572916,0.37540884280652187,0.24920145670572916
168,5.6,0,0,1,0.0,-1.0,0.0188446044921875,0.9509777893204343,0.24847920735677084,0.3757699989795918,0.24847920735677084
169,5.633333333333334,0,0,1,0.0,-1.0,0.0169525146484375,0.9556718113467642,0.247894287109375,0.3760624847393788,0.247894287109375
170,5.666666666666667,0,0,1,0.0,-1.0,0.013916015625,0.9634575661807805,0.24904886881510416,0.37547556559244794,0.24904886881510416
171,5.7,0,0,1,0.0,-1.0,0.013921101888020834,0.9636066558484623,0.2515513102213542,0.37422434488932294,0.2515513102213542
172,5.733333333333333,0,0,1,0.0,-1.0,0.014689127604166666,0.9618666797988898,0.2538604736328125,0.37306976318359375,0.2538604736328125
173,5.766666666666667,0,0,1,0.0,-1.0,0.013768513997395834,0.9643647175201926,0.255157470703125,0.3724212646484375,0.255157470703125
174,5.8,0,0,1,0.0,-1.0,0.0126953125,0.9671925400116321,0.2555898030598958,0.37220509847005206,0.2555898030598958
175,5.833333333333333,0,0,1,0.0,-1.0,0.0120849609375,0.9688062347256146,0.2561289469401042,0.37193552652994794,0.2561289469401042
176,5.866666666666666,0,0,1,0.0,-1.0,0.011260986328125,0.9709414551294571,0.2567850748697917,0.3716074625651042,0.2567850748697917
177,5.9,0,0,1,0.0,-1.0,0.010126749674479166,0.9738607346564034,0.25732421875,0.371337890625,0.25732421875
178,5.933333333333334,0,0,1,0.0,-1.0,0.008636474609375,0.9776987706466254,0.2581125895182292,0.37094370524088544,0.2581125895182292
179,5.966666666666667,0,0,1,0.0,-1.0,0.0073089599609375,0.9811156074114339,0.2586263020833333,0.3706868489583333,0.2586263020833333
180,6.0,0,0,1,0.0,-1.0,0.008209228515625,0.9788010148616901,0.2574310302734375,0.37128448486328125,0.2574310302734375
181,6.033333333333333,0,0,1,0.0,-1.0,0.0119476318359375,0.9691128675281362,0.253204345703125,0.3733978271484375,0.253204345703125
182,6.066666666666666,0,0,1,0.0,-1.0,0.009496053059895834,0.9751227367741442,0.2500966389973958,0.37495168050130206,0.2500966389973958
183,6.1,0,0,1,0.0,-1.0,0.00823974609375,0.9782899097211237,0.2501118977864583,0.3749440511067708,0.2501118977864583
184,6.133333333333334,0,0,1,0.0,-1.0,0.010838826497395834,0.9715570081718594,0.24992879231770834,0.3750356038411458,0.24992879231770834
185,6.166666666666667,0,0,1,0.0,-1.0,0.014200846354166666,0.9628665494677251,0.24868265787760416,0.37565867106119794,0.24868265787760416
186,6.2,0,0,1,0.0,-1.0,0.017023722330729168,0.9556098589646538,0.24849955240885416,0.37575022379557294,0.24849955240885416
187,6.233333333333333,0,0,1,0.0,-1.0,0.017649332682291668,0.9539880853678916,0.24805704752604166,0.3759714762369792,0.24805704752604166
188,6.266666666666667,0,0,1,0.0,-1.0,0.016957600911458332,0.955717172907494,0.24816385904947916,0.37591807047526044,0.24816385904947916
189,6.3,0,0,1,0.0,-1.0,0.015350341796875,0.9598346869836676,0.24881998697916666,0.3755900065104167,0.24881998697916666
190,6.333333333333333,0,0,1,0.0,-1.0,0.014129638671875,0.9630108613734938,0.24939982096354166,0.3753000895182292,0.24939982096354166
191,6.366666666666666,0,0,1,0.0,-1.0,0.014241536458333334,0.9627473834589587,0.24960835774739584,0.37519582112630206,0.24960835774739584
192,6.4,0,0,1,0.0,-1.0,0.0138092041015625,0.9638859432040736,0.24988301595052084,0.37505849202473956,0.24988301595052084
193,6.433333333333334,0,0,1,0.0,-1.0,0.015380859375,0.9598807740088993,0.24930826822916666,0.3753458658854167,0.24930826822916666
194,6.466666666666667,0,0,1,0.0,-1.0,0.016204833984375,0.9576601071530189,0.24797566731770834,0.3760121663411458,0.24797566731770834
195,6.5,0,0,1,0.0,-1.0,0.014862060546875,0.9609719503016068,0.24677530924479166,0.3766123453776042,0.24677530924479166
196,6.533333333333333,0,0,1,0.0,-1.0,0.00970458984375,0.97428010727124,0.24779256184895834,0.3761037190755208,0.24779256184895834
197,6.566666666666666,0,0,1,0.0,-1.0,0.0084686279296875,0.9776611391965179,0.2521464029947917,0.3739267985026042,0.2521464029947917
198,6.6,0,0,1,0.0,-1.0,0.0100555419921875,0.9738956758813956,0.2579193115234375,0.37104034423828125,0.2579193115234375
199,6.633333333333334,0,0,1,0.0,-1.0,0.011632283528645834,0.9703746586426938,0.2646484375,0.36767578125,0.2646484375
200,6.666666666666667,0,0,1,0.0,-1.0,0.014287312825520834,0.9643642276657329,0.2723490397135417,0.3638254801432292,0.2723490397135417
201,6.7,0,0,1,0.0,-1.0,0.017242431640625,0.9579597696859228,0.28125,0.359375,0.28125
202,6.733333333333333,0,0,1,0.0,-1.0,0.020599365234375,0.950984993145221,0.2911529541015625,0.35442352294921875,0.2911529541015625
203,6.766666666666667,0,0,1,0.0,-1.0,0.024281819661458332,0.9436388411600476,0.3019561767578125,0.34902191162109375,0.3019561767578125
204,6.8,0,0,1,0.0,-1.0,0.028584798177083332,0.93529380600755,0.3131561279296875,0.34342193603515625,0.3131561279296875
205,6.833333333333333,0,0,1,0.0,-1.0,0.030283610026041668,0.9327581004726986,0.3227640787760417,0.3386179606119792,0.3227640787760417
206,6.866666666666666,0,0,1,0.0,-1.0,0.032740275065104164,0.9283635863068445,0.3292083740234375,0.33539581298828125,0.3292083740234375
207,6.9,0,0,1,0.0,-1.0,0.035776774088541664,0.9225547992238419,0.3319549560546875,0.33402252197265625,0.3319549560546875
208,6.933333333333334,0,0,1,0.0,-1.0,0.031499226888020836,0.9316794743641378,0.3336334228515625,0.33318328857421875,0.3336334228515625
209,6.966666666666667,0,0,1,0.0,-1.0,0.031763712565104164,0.9313028326978912,0.3360443115234375,0.33197784423828125,0.3360443115234375
210,7.0,0,0,1,0.0,-1.0,0.033274332682291664,0.9286567355670255,0.3437906901041667,0.3281046549479167,0.3437906901041667
211,7.033333333333333,0,0,1,0.0,-1.0,0.0389556884765625,0.9179487569593544,0.3531901041666667,0.3234049479166667,0.3531901041666667
212,7.066666666666666,0,0,1,0.0,-1.0,0.04510498046875,0.9066981188211154,0.3628031412760417,0.3185984293619792,0.3628031412760417
