model,anchors,total_frames,anchor_count_as_frame_percent,mean_interval_seconds,median_interval_seconds,maximum_interval_seconds
16,16,6573,0.24342005172676098,14.604444444444448,11.8,31.3
32,32,6573,0.48684010345352197,7.0666666666666655,6.166666666666667,14.633333333333333
55,55,6573,0.8367564278107409,4.056790123456791,3.55,8.433333333333334
110,110,6573,1.6735128556214818,2.0097859327217122,1.8333333333333333,4.066666666666666
220,220,6573,3.3470257112429636,1.0003044140030442,0.7666666666666667,2.033333333333333
